"SkillID","skills","Skill ID + label","Key","group","Plant doctors","Extension workers","Agri-dealer employees","Foundation","Practitioner","Advanced","level1","level2","level3","Description","Source","Mapped certification"
"S126","List customer requirements","S126 - List customer requirements","AGRICULTURAL MARKETING","Agri-dealer employees",0,0,1,0,1,1,,"Practitioner"," Advanced","Find out about your customer, their tastes, needs and budget",,
"S127","Lists farm products for dietary diversity","S127 - Lists farm products for dietary diversity","NUTRITION","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to provide examples of farm products (including cultivated and wild plants, animal-source foods, and fish) which contribute to improved dietary diversity, and are appropriate for the market context","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S128","Maintain accurate records","S128 - Maintain accurate records","RECORD MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,0,,"Practitioner",,"Utilize tools to maintain accurate and comprehensive records to measure efficiency and progress, better understand strengths, weaknesses and productivity levels, and provide insights for developing best practice. Good record keeping also promotes safety and tracability and drives business growth.","Croptracker - Farm Record Keeping",
"S129","Maintain appropriate stock levels","S129 - Maintain appropriate stock levels","STOCK MANAGEMENT","Agri-dealer employees",0,0,1,0,1,0,,"Practitioner",,"Able to determine appropriate levels of stocking for different items driven by storage space, item's shelf-life, storage conditions required, market availability, stocking as much as isexpects to sell until the next purchase of stocks","https://agmark.org/services/#",
"S130","Maintain clean business premises","S130 - Maintain clean business premises","AGRIBUSINESS ADMINISTRATION","Agri-dealer employees",0,0,1,1,0,0,"Foundation",,,"Able to keep the facilities and surrounding areas neat and clean to form lasting positive impression about the business","https://extension.tennessee.edu/publications/Documents/PB1711.pdf",
"S131","Make business decisions","S131 - Make business decisions","AGRIBUSINESS ADMINISTRATION","Agri-dealer employees",0,0,1,0,1,1,,"Practitioner"," Advanced","Identify a goal and clearly define the decision that needs to be made, being as specific as possible, linking the significance of the decision to wider organizational goals. Obtain the relevant and necessary information, assess the risks and consequences and weigh the alternatives options. Implement the decision and gather feedback and evaluate the effectiveness.","Business Decision-Making Guide | Smartsheet

https://asq.org/quality-resources/problem-solving",
"S132","Make convincing presentations","S132 - Make convincing presentations","COMMUNICATION SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Able to deliver effective presentations by identifying your audience's interests and background, preparing the topic, message and how to convey it by use of verbal and non-verbal cues among others","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S133","Manage creditors / debtors' records","S133 - Manage creditors / debtors' records","RECORD MANAGEMENT","Agri-dealer employees",0,0,1,0,1,0,,"Practitioner",,"Able to accurately record information for each customer to whom credit is extended and repayment of credit by recording the date, details of what was exchanged, the amount of the transaction,
entered under “owed” or “paid,” as appropriate, and the running balance of credit owed or due. Able to record all money owed by your business to outside creditors, with a page for each creditor to help you make on time repayments to input supply companies for inputs received on credit.","https://agmark.org/services/#",
"S134","Manage farmer relationship","S134 - Manage farmer relationship","RELATIONSHIP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Understands the social and cultural background of farmers to offer advice that fits in with the structure and culture of the society within which the farmer operates. This may involve better understanding the aims, expectations and restrictions of different age groups, being sensitive to gender roles and the impact on these roles as a result of any changes to farming practices. Developing an awareness of religious differences within communities and the impact on availability and working hours. Ensuring extension and support activities are inclusive for communities and do not highlight or increase community based tensions, and an awareness of key decision makers and the role of leadership in communities. An awareness of the complexities of existing framing systems and practices should be established and understood before advice is provided or programmes are implemented in any setting. Possible solutions should then be explored alongside farmers and their communities.","Ch04 (fao.org)",
"S135","Manage groups / teamwork","S135 - Manage groups / teamwork","RELATIONSHIP MANAGEMENT","Plant doctors & Extension workers",1,1,0,0,1,0,,"Practitioner",,"Able to identify status of the teams and use diverse strategies to nurture and strengthen teamwork through commitment to a common goal, mutual trust, communication with team members, members’ involvement and process orientation. Able to foster teamwork by starting with team goals and specific, measurable, attainable, realistic and time-bound (SMART) objectives, preparing an inventory of your team talent — members’ past work experiences, their operational skills, specialized knowledge and education, empowering the team to plan, budget and implement their plan, appreciate style differences, establish ground rules about how team will function and what roles members will have, prepare a project plan as well as a work plan, regularly conduct project reviews and check whether tasks are done as planned, hold team meetings regularly, among others.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S136","Manage nurseries","S136 - Manage nurseries","ADVISORY SERVICES","Extension workers & agri-dealer employees",0,1,1,1,1,1,"Foundation","Practitioner","Advanced","Should be aware of various phases of nursery management; Aware of steps in planning of planting a nursery, grow media preparation, vegetative propagation and water quality & irrigation management and holistic pest management.","https://agritech.tnau.ac.in/horticulture/horti_Landscaping_nursery%20management.html; https://www.academia.edu/40648067/NURSERY_MANAGEMENT_Handbook_for_Beginners",
"S137","Manage relationship with clients","S137 - Manage relationship with clients","RELATIONSHIP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation","Practitioner","Advanced","Understand the goals and objectives of both the project and for the client and their wider organisation. Provide timely and thorough communication with clients to foster a strong working relationship where clients feel listened to and that their concerns and ideas will be heard and taken seriously. Utilise tools to help deliver work professionally. Present a positive and enthuiastic manner, connecting personally with clients where appropriate. Share information to build trust and confidence in professional abilities and to demonstrate decision making processes. Set reasonable and realistic expectations to allow for the delivery of exceptional results. Adapt to the client's style and tailor communications and engagements accordingly. Provide expertise but also defer to the client's experience and specific insight to achieve objectives.","11 Ways to Build and Maintain Strong Client Relationships - MBO Partners",
"S138","Manage relationship with input suppliers","S138 - Manage relationship with input suppliers","INPUT SUPPLY","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,0,1,,,"Advanced","Able to maintain healthy relationships among farmers, delaers, distrubutors, manufacturers and other stakeholders involved in the supply chain of agri-inputs. Should maintain transparency agreements among different stakeholders/patners and timely payments need to be maintained between manufacturers-wholesalers-distributors-vendors-customers.","https://planergy.com/blog/improve-supplier-relationship-management/",
"S139","Manage relationships with financial institutions","S139 - Manage relationships with financial institutions","RELATIONSHIP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,0,1,,,"Advanced",,,
"S140","Manage relationships with government","S140 - Manage relationships with government","RELATIONSHIP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,0,1,,,"Advanced",,,
"S141","Manage risks / uncertainties / change","S141 - Manage risks / uncertainties / change","AGRIBUSINESS ADMINISTRATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,1,,"Practitioner"," Advanced","Able to identify risks based on the exposure and vulnerability of individuals and the context they find themselves in, measure identified hazards in terms of their severity and likelihood and analyse major risks in order to take steps to decrease their likelihood and severity.","https://www.g-fras.org/en/knowledge/new-extensionist-learning-kit-nelk.html#thematic-2-risk-mitigation-and-adaptation-in-extension",
"S142","Manage stock records","S142 - Manage stock records","STOCK MANAGEMENT","Agri-dealer employees",0,0,1,1,0,0,"Foundation",,,,,
"S143","Manage time","S143 - Manage time","SOFT SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to spend time to maximize productivity by planning and setting realistic goals, assessing how you spend time,  prioritizing tasks, breaking complex task to smaller ones, effectively, scheduling your tasks, maintain flexibility in work schedules and delgate tasks.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S144","Manage working capital","S144 - Manage working capital","AGRIBUSINESS ADMINISTRATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,0,,"Practitioner",,"Handling and maintaining capital to sustain business operations",,
"S145","Minimize post-harvest losses ","S145 - Minimize post-harvest losses ","CROP MANAGEMENT","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to list, understand, describe, and discuss simple, low- cost techniques/ technologies that minimize post- harvest losses (e.g., cold boxes, picking times, washing). Describe the basic causes of post- harvest losses  during harvest, storage, and preparation at home, focusing on highly nutritious foods most vulnerable to food losses (e.g. fruits, vegetables, animal-source foods).. Able to analyze and evaluate techniques/technologies at home that are more appropriate for minimizing post-harvest losses. Able to apply techniques/ technologies that minimize post- harvest losses and maximize storability of foods. Demonstrate improved/new food preparation techniques to make a common dish (i.e. complementary food from steamed vegetable and fruit). Able to observe the implementation of practices (e.g., new storage, washing/handling, picking times, abundance/diversity of food) and discuss with household members (e.g., issues with implementation). Able to identify local resources to adapt/create techniques/ technologies aimed at reducing post-harvest losses.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S146","Mobilize farmers","S146 - Mobilize farmers","EXTENSION SERVICES","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,,,
"S147","Mobilize resources","S147 - Mobilize resources","AGRIBUSINESS ADMINISTRATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to develop a strategy to pool resources such as funds, public and private institutions, physical assets, individual skills, leadership skills and personal networks, from various sources and use them on the programs and beneficiaries that need them the most","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S148","Monitor cash flows","S148 - Monitor cash flows","AGRIBUSINESS ADMINISTRATION","Agri-dealer employees",0,0,1,0,1,1,,"Practitioner"," Advanced","Able to track cash coming into and going out of the business to better predict cash flow shortfalls (or surpluses) and organise debt finance by using a cash flow template to records total monthly cash inflow/outflow, net cash flow, opening and closing balance","https://www.business.qld.gov.au/running-business/finances-cash-flow/managing-money/managing-cash-flow/monitor-cash-flow",
"S149","Monitor performance / progress","S149 - Monitor performance / progress","MONITORING AND EVALUATION","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,1,,"Practitioner"," Advanced","Able to track key indicators of progress over the course of a program and track resources (e.g., funds, personnel and supplies) and processes (e.g., occurrence of meetings, number of participants, demonstrations and publications). ","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S150","Monitor stock turnover","S150 - Monitor stock turnover","STOCK MANAGEMENT","Agri-dealer employees",0,0,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to track how much is expected to sell until purchase of next stock and consider fluctuations due to seasonality demand of items and able to subtract remaining stock from the previous period's sale to determine amount to restock.","agmark",
"S151","Operate agricultural machinery","S151 - Operate agricultural machinery","ADVISORY SERVICES","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,0,,"Practitioner",,"Able to efficiently operate agricultural machinery by reading and complying with the manuals, dressing appropriately, avoiding alcohol and ensuring you are well rested, mainatain awareness of what you are doing, keeing children and animals away from working areas and adjusting equipment accordingly","https://www.ruralmutual.com/resource/farm-safety/farm-machinery/10-safety-tips-remember-farm-equipment-uses/",
"S152","Operate in transparency/ accountability","S152 - Operate in transparency/ accountability","SOFT SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,0,,"Practitioner",,"Enable others to see and understand how operations are carried out, providing relevant information about activities and governance to stakeholders that is accurate, complete and made available in a timely manner.","Principle 7: Transparency and accountability (companydirectors.com.au)",
"S153","Organize farmer field schools","S153 - Organize farmer field schools","ADVISORY SERVICES","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation"," Practitioner"," Advanced","Able to use field schools to aid farmers learn by doing within their own environment by identifying topics, site and participants and by training facilitators. Able to establish and run farmer field schools by identifying enterprise for which FFS is established, follow the seasonal cycle of the practice being investigated, implement enterprise, collect data at every stage of the enterprise, present observations by farmers, discuss using group dynamics approaches such as field days.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S154","Organize field days","S154 - Organize field days","EXTENSION SERVICES","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Able to organize informal daylong events where farmers showcase new agricultural practices, technologies and products adopted; while considering the program, price, place, people to attend and how to promote the field day. ","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S155","Orient farmer-based organizations ","S155 - Orient farmer-based organizations ","PARTICIPATORY APPROACHES","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to orient farmer-based organizations to be member-oriented. Is able to develop examples of how Farmer Based Organizations can be structured and operate to respond to member needs.Is able to describe the importance of and challenges with delivering gender-responsive services. Is able to work with members and/or leaders of associations to structure information gathering and design of service delivery mechanisms.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S156","Persuade for change","S156 - Persuade for change","SOFT SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to influence habits and behaviours by communicating a compelling need for change, getting people involved in proposing and making changes and committing to the change yourself in action, whilst expecting it to take time.","https://www.processexcellencenetwork.com/organizational-change/articles/5-ways-to-convince-people-change-is-good-or-at-lea",
"S157","Plans access to nutritious foods ","S157 - Plans access to nutritious foods ","NUTRITION","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to engage communities in planning for better food access to nutritious foods. This can be done through developing a seasonal calendar with a farmer group, and a plan to address gaps or/and serve as a conduit to information and needed inputs to support farmers in attaining year- round food & nutrition security.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S158","Prioritize needs / problems","S158 - Prioritize needs / problems","SOFT SKILLS","Plant doctors & Extension workers",1,1,0,0,0,1,,,"Advanced","Able to work with participants to ascribe importance to each need by using various prioritizing methods and put them in descending or ascending order of importance. Importance of a need can be determined by mission relatedness, urgency, size of the gap and number of people affected. Able to determine feasibility of meeting the need by considering factors such as season, resources required, political will, acceptability, perception of feasibility .","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S159","Promote alternatives on gender-related tasks ","S159 - Promote alternatives on gender-related tasks ","GENDER","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to promote alternative activities and practices based on biological limitations and gender-related tasks. These alternatives can include distributions of labor that allow perinatal women to rest or do lighter work, gender- responsive technologies that reduce workload.. Able to also evaluate local practices related to postpartum rest and encourages women, labor managers to observe these practices as well as leading farmer groups in activities that explore distribution of labor.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S160","Promote diversity of foods ","S160 - Promote diversity of foods ","NUTRITION","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to promote a diversity of foods that contribute to health and nutrition through engaging value chain actors to improve market pull and access to diverse foods and recommending production practices that supports dietary diversity and nutrition needs of targeted population ","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S161","Promote farm entrepreneurship","S161 - Promote farm entrepreneurship","VALUE CHAIN DEVELOPMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,0,1,0,,"Practitioner",,"Able to help farmers develop the skills and spirit of an entrepreneur by facilitating extension trainings to create opportunities for farmers  to explore new ideas or different ways of doing things and to broaden their perspective","https://www.fao.org/3/i3231e/i3231e.pdf",
"S162","Promote mechanisms to benefit from value chains ","S162 - Promote mechanisms to benefit from value chains ","VALUE CHAIN DEVELOPMENT","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Is able to promote mechanisms for men and women to benefit from agricultural value chains by listing specific actions to improve how men and women benefit from agricultural value chains. Is able to provide information to both men and women farmers and rural entrepreneurs that enhance their abilities to benefit from targeted agricultural value chains, e.g., labor saving technologies, market linkages, credit facilities, access to improved inputs. Is able to provide information to men and women farmers about how to manage contracts, credit opportunities, and different mechanisms for receiving payments. Is able to Provide information to men and women farmers about inclusive household budgeting techniques.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S163","Promote practices that improve soil health","S163 - Promote practices that improve soil health","CROP MANAGEMENT","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to describe practices that contribute to good quality soil for example: intercropping, crop rotation, applying organic materials, using limited tillage methods and describes characteristics of good quality soil . Able to Illustrate connections between soil health, crop nutrient content, and human and livestock health. Able to demonstrate how to implement key practices that improve soil quality that include intercropping, composting, crop rotation and minimum tillage","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S164","Promotes gender-responsive meetings ","S164 - Promotes gender-responsive meetings ","GENDER","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Is able to explain when gender responsive meetings ought to be held, where, what time, who is invited and how the announcements are made. Is able to identify ways to encourage participation and leadership by those who normally are absent or silent, and is able to explain why attending a meeting is not the same as participating and being a leader.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S165","Promotes participants' safety","S165 - Promotes participants' safety","SOFT SKILLS","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to explain why safety is important and who is likely to feel unsafe in community interactions and why. Is able to identify and practice ways to help fearful community members participate in discussions.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S166","Properly store inputs / stock","S166 - Properly store inputs / stock","STOCK MANAGEMENT","Agri-dealer employees",0,0,1,1,0,0,"Foundation",,,"Able to identify and use appropriate storage techniques for particular stocks  such as keeping chemical apart from other items to avoid contamination, adulteration or any hazards, storing according to manufacturer's specifications, fertilizer should be stored on pallets off the floor to avoid getting damp and going hard and items should be stored so as not to cause any damage to them","agmark",
"S167","Properly use PPEs","S167 - Properly use PPEs","CHEMICAL USE","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation","Practitioner","Advanced",,,
"S168","Provide market information","S168 - Provide market information","VALUE CHAIN DEVELOPMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"A strong connectivity (physical) or information access (digital) regarding market intelligence related to product criteria, general policy standards, market segmentation, prices and charges. A good knowledge about the sources of procurmenting.","https://www.enam.gov.in/web/ ",
"S169","Provides frequent and substantive praise","S169 - Provides frequent and substantive praise","SOFT SKILLS","Plant doctors & Extension workers",1,1,0,1,1,1,"Foundation","Practitioner","Advanced","Is able to explain the importance of receiving affirmation in work and life. Is able to keep note of using substantive affirmation and the results. Is able to share results of providing praise with colleagues. ","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S170","Receive criticism and suggestions","S170 - Receive criticism and suggestions","RELATIONSHIP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Able to request feedback and open to utilizing the advice given to learn and improve professional practice. Acknowledge mistakes and ask open-ended questions to trusted colleagues and contacts to accurately evaluate work performance. Able to be receptive to constructive feedback, adjusting behaviour in a way that leads to improved performance. Actively listen to feedback, taking time to reflect and creating goals from the feedback provided. Voice appreciation for the feedback provided.","Giving and Receiving Feedback: Definitions and Examples | Indeed.com",
"S171","Recognize others' contributions","S171 - Recognize others' contributions","RELATIONSHIP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Acknowledge the efforts of others by highlighting the value of their work and the impact that the quality of their work has on elevating others in reaching their goals. Create a culture that embeds appreciation to foster empowerment in others.","Here are the 5 Steps to Creating a Culture of Appreciation - HR Executive",
"S172","Recognizes importance of access to safe water ","S172 - Recognizes importance of access to safe water ","WATER MANAGEMENT","Extension workers",0,1,0,1,1,1,"Foundation","Practitioner","Advanced","Able to recognize the importance of access to safe, accessible, and adequate water for both domestic and agricultural purposes and its contribution to promoting health and reducing risk of illnesses arising from contaminated water use","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S173","Recommend good farming practices","S173 - Recommend good farming practices","CROP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to provide Good Agricultural Practices guidelines for farmers to maximise potential yield, reduce the risk of crop loss as a result of pests and diseases, preserve quality and shelf-life of produce post-harvest and minimize microbial contamination related to food borne illnesses on their farms.","https://extension.umn.edu/growing-safe-food/good-agricultural-practices-basics",
"S174","Recommend pest management approaches","S174 - Recommend pest management approaches","CROP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Able to recommend effective and environmentally sensitive approaches to pest management that rely on a combination of practices. The approach includes, setting a point at which pest populations or environmental conditions indicate that pest control action must be taken, monitor and identify pests, using preventive and proper control methods ","https://www.epa.gov/safepestcontrol/integrated-pest-management-ipm-principles","Crop pest management"
"S175","Recommend pesticides","S175 - Recommend pesticides","CHEMICAL USE","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced",,,
"S176","Recommend seeds and fertilizers","S176 - Recommend seeds and fertilizers","CROP MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Should have knowledge on the varieties recommended for different crops and agro-climatic zones, amount and type of fertilizers required for different along with method and time of application. Should know about the seed rate, method of sowing/planting, seed treatment agents/chemicals along with methods.","https://agritech.tnau.ac.in/pdf/AGRICULTURE.pdf",
"S177","Recommend soil management approaches","S177 - Recommend soil management approaches","CROP MANAGEMENT","Plant doctors & Extension workers",1,1,0,1,1,0,"Foundation"," Practitioner",,"Should have knowledge on  nutrient recycling, regulation of air and water in the soil, soil organic matter; Should know about the management practices to improve the soil health which includes the utilisation of implements (Moldboard plough, disc plough, chisel plough), organic matter inputs, cover crops, crop rotation etc., Should know about the nutrients management in soil including primary (nitrogen, phosphorous, potassium), secondary and minor nutrients.","https://extension.psu.edu/managing-soil-health-concepts-and-practices",
"S178","Recommend value addition options","S178 - Recommend value addition options","VALUE CHAIN DEVELOPMENT","Plant doctors & Extension workers",1,1,0,0,1,0,,"Practitioner",,"Guide on type of processed products demanded in the local market and also aid in developing linkages with the processing industries to advise producers on grown crops demanded by processing industry or markets.","https://www.agmrc.org/business-development/valueadded-agriculture/what-is-value-added-agri culture",
"S179","Regularly reconcile records","S179 - Regularly reconcile records","RECORD MANAGEMENT","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Build a specific process into periodic accounting processes to match transactions that have been recorded internally against monthly statements from external sources such as banks, to check for differences in the records and to correct any discrepancies.","Reconciliation - Overview, Reconcilation Process, and Methods (corporatefinanceinstitute.com)",
"S180","Reinforce Essential Hygiene Actions (EHA)","S180 - Reinforce Essential Hygiene Actions (EHA)","WATER MANAGEMENT","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to reinforce “Essential Hygiene Actions” (EHA), paying particular attention to interactions between agriculture, hygiene and health, and nutrition. These actions include keeping the environment clean; hand washing with soap at critical points: before preparing, eating food; after using latrine; after interacting with animals, manure and keeping food, water and storage containers clean. Able to explain the connections between the EHA and agricultural activities. Able to Discuss open defecation, handwashing, access to clean drinking water in clean containers while in the field, and other - potentially taboo - topics with farmers. Able to support farmers in identifying, adopting improved practices.
Able to collaborate, where available, with WASH/Health sector colleagues in training, establishing handwashing stations in the field.","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S181","Respond to changing organization","S181 - Respond to changing organization","PROJECT MANAGEMENT","Plant doctors & Extension workers",1,1,0,0,0,1,,,"Advanced","IS THIS THE SAME A ROW 9: 'Adjust to rapid changes/challenges' ?","TBC",
"S182","Run a plant clinic","S182 - Run a plant clinic","CROP DIAGNOSTICS","Plant doctors",1,0,0,1,1,1,"Foundation"," Practitioner"," Advanced","Should be aware of methods for collecting plant samples for plant disease identification.","How to Collect Plant Samples for Plant Disease Identification | Government of Prince Edward Island",
"S183","Safely transport inputs","S183 - Safely transport inputs","INPUT SUPPLY","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,0,0,"Foundation",,,"Should understand the operational guidelines of transporting inputs to and from the field, between fields and also able to understand the labels for hazardous chemicals. Should know about the storage coditions required for different inputs including seeds, fertilizers, pesticides etc., and the precautions need to be taken during transporting of these inputs through road, rail, water and air.","https://edis.ifas.ufl.edu/pdf/PI/PI19700.pdf",
"S184","Sample plants","S184 - Sample plants","CROP DIAGNOSTICS","Plant doctors & Extension workers",1,1,0,1,0,0,"Foundation",,,"Should know the symptoms associated with different biotic and abiotic stresses along with sampling methods like transect method, bisect, trisect, ring counts and quadrant method.","https://www.biologydiscussion.com/plant-ecology/methods-of-sampling-plant-communities/57189",
"S185","Seek learning opportunities","S185 - Seek learning opportunities","SOFT SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Identify gaps in knowledge, skills and/or expereince and actively find opportunities to learn from others, find training programmes or conduct own research and reading.",,
"S186","Select training methods","S186 - Select training methods","EXTENSION SERVICES","Plant doctors & Extension workers",1,1,0,0,1,0,,"Practitioner",,"Able to plan specific ways or methods by which you can maximize the program’s impact given the human, material, services and instructional resources available. In consultation with stakeholders, you should be able to select the most effective method or combination of methods to reach and teach your audience while keeping the cost within your budget by considering the kind of educational activities and instructional resources appropriate for the content you plan to deliver to your audience.","https://www.g-fras.org/en/training-ressources/item/1026-what-every-extension-worker-should-know-core-competency-handbook.html",
"S187","Sensitized to people's different nutrition needs","S187 - Sensitized to people's different nutrition needs","NUTRITION","Extension workers",0,1,0,0,1,1,,"Practitioner","Advanced","Able to explain how nutrition requirements vary across the life course, and by physical state (e.g. pregnancy, lactation, sickness). Able to initiate dialogue about unique nutritional needs when interacting with households with potentially vulnerable members (such as pregnant and/or lactating women, infants, and young children, HIV+ members)","https://ingenaes.illinois.edu/wp-content/uploads/INGENAES-2017_08-Nutrition-and-Gender-in-Extension-Competency-Framework.pdf",
"S188","Set personal goals","S188 - Set personal goals","SOFT SKILLS","ALL (Plant doctors & Extension workers & Agri-dealer employees)",1,1,1,1,1,1,"Foundation"," Practitioner"," Advanced","Identify areas for personal growth and set goals using the SMART criteria. Consider how best to achieve goals, breaking any larger goals down into smaller goals. Regularly review goals, checking that they are still relevant and whether they are on track to be achieved.","Setting Personal Goals | SkillsYouNeed",
"S189","Supply quality inputs","S189 - Supply quality inputs","INPUT SUPPLY","Agri-dealer employees",0,0,1,0,1,0,,"Practitioner",,"Should know the policies and regulations involved in the supply of agricultural inputs including seeds, planting material, fartilizers, chemicals, machinery etc. Should be able to assess the demand, supply and the timely availability of inputs to different stakeholders including farmers, extension agents, input dealers/suppliers etc.","https://www.fao.org/3/Y2006E/y2006e0d.htm",
"S190","Support value chain development","S190 - Support value chain development","VALUE CHAIN DEVELOPMENT","Extension workers & agri-dealer employees",0,1,1,0,0,1,,,"Advanced","Knowledge in identifying the product and events of the supply chain and infuse interventions to strengthen the weaker nodes for the improvement of value of product.",,
